city,state,zip,county,population,slug,combined_rate,combined_rate_pct,taxable,jurisdiction_levels,needs_review,address_valid,seo_title,meta_description,intro_text
Elizabeth,NJ,07207,Union,127558,elizabeth-nj,0.06625,6.625%,true,STATE,false,skipped,"Elizabeth, NJ Sales Tax Calculator","The combined sales tax rate in Elizabeth, NJ is 6.625%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Elizabeth, NJ is 6.625%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Gainesville,FL,32610,Alachua,127488,gainesville-fl,0.07500,7.5%,true,STATE|COUNTY,false,skipped,"Gainesville, FL Sales Tax Calculator","The combined sales tax rate in Gainesville, FL is 7.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Gainesville, FL is 7.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Thornton,CO,80241,Adams,127359,thornton-co,0.08500,8.5%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Thornton, CO Sales Tax Calculator","The combined sales tax rate in Thornton, CO is 8.5%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Thornton, CO is 8.5%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Roseville,CA,95678,Placer,127035,roseville-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Roseville, CA Sales Tax Calculator","The combined sales tax rate in Roseville, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Roseville, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Carrollton,TX,75007,Denton,126700,carrollton-tx,0.08250,8.25%,true,STATE|CITY|DISTRICT,false,skipped,"Carrollton, TX Sales Tax Calculator","The combined sales tax rate in Carrollton, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Carrollton, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Coral Springs,FL,33075,Broward,126604,coral-springs-fl,0.07000,7%,true,STATE|COUNTY,false,skipped,"Coral Springs, FL Sales Tax Calculator","The combined sales tax rate in Coral Springs, FL is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Coral Springs, FL is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Stamford,CT,06902,Western Connecticut,126456,stamford-ct,0.06350,6.35%,true,STATE,false,skipped,"Stamford, CT Sales Tax Calculator","The combined sales tax rate in Stamford, CT is 6.35%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Stamford, CT is 6.35%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Simi Valley,CA,93065,Ventura,126181,simi-valley-ca,0.07250,7.25%,true,STATE|COUNTY,false,skipped,"Simi Valley, CA Sales Tax Calculator","The combined sales tax rate in Simi Valley, CA is 7.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Simi Valley, CA is 7.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Concord,CA,94519,Contra Costa,125880,concord-ca,0.09750,9.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Concord, CA Sales Tax Calculator","The combined sales tax rate in Concord, CA is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Concord, CA is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Hartford,CT,06112,Capitol Region,125017,hartford-ct,0.06350,6.35%,true,STATE,false,skipped,"Hartford, CT Sales Tax Calculator","The combined sales tax rate in Hartford, CT is 6.35%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Hartford, CT is 6.35%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Kent,WA,98030,King,124435,kent-wa,0.10400,10.4%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Kent, WA Sales Tax Calculator","The combined sales tax rate in Kent, WA is 10.4%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Kent, WA is 10.4%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Lafayette,LA,70504,Lafayette,124276,lafayette-la,0.10000,10%,true,STATE|LOCAL|DISTRICT,false,skipped,"Lafayette, LA Sales Tax Calculator","The combined sales tax rate in Lafayette, LA is 10%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Lafayette, LA is 10%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Midland,TX,79702,Midland,123933,midland-tx,0.08250,8.25%,true,STATE|COUNTY|CITY|DISTRICT,false,skipped,"Midland, TX Sales Tax Calculator","The combined sales tax rate in Midland, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Midland, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Surprise,AZ,85379,Maricopa,123546,surprise-az,0.09100,9.1%,true,STATE|COUNTY|CITY,false,skipped,"Surprise, AZ Sales Tax Calculator","The combined sales tax rate in Surprise, AZ is 9.1%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Surprise, AZ is 9.1%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Denton,TX,76204,Denton,123099,denton-tx,0.08250,8.25%,true,STATE|CITY|DISTRICT,false,skipped,"Denton, TX Sales Tax Calculator","The combined sales tax rate in Denton, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Denton, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Victorville,CA,92394,San Bernardino,121096,victorville-ca,0.08750,8.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Victorville, CA Sales Tax Calculator","The combined sales tax rate in Victorville, CA is 8.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Victorville, CA is 8.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Evansville,IN,47701,Vanderburgh,120310,evansville-in,0.07000,7%,true,STATE,false,skipped,"Evansville, IN Sales Tax Calculator","The combined sales tax rate in Evansville, IN is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Evansville, IN is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Santa Clara,CA,95052,Santa Clara,120245,santa-clara-ca,0.09750,9.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Santa Clara, CA Sales Tax Calculator","The combined sales tax rate in Santa Clara, CA is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Santa Clara, CA is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Abilene,TX,79604,Taylor,120099,abilene-tx,0.06250,6.25%,true,STATE,true,skipped,"Abilene, TX Sales Tax Calculator","The combined sales tax rate in Abilene, TX is 6.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Abilene, TX is 6.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Vallejo,CA,94590,Solano,118837,vallejo-ca,0.07750,7.75%,true,STATE|COUNTY|DISTRICT,false,skipped,"Vallejo, CA Sales Tax Calculator","The combined sales tax rate in Vallejo, CA is 7.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Vallejo, CA is 7.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Allentown,PA,18104,Lehigh,118577,allentown-pa,0.07000,7%,true,STATE|COUNTY,false,skipped,"Allentown, PA Sales Tax Calculator","The combined sales tax rate in Allentown, PA is 7%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Allentown, PA is 7%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Norman,OK,73071,Cleveland,118197,norman-ok,0.08750,8.75%,true,STATE|COUNTY|CITY,false,skipped,"Norman, OK Sales Tax Calculator","The combined sales tax rate in Norman, OK is 8.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Norman, OK is 8.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Beaumont,TX,77702,Jefferson,117796,beaumont-tx,0.08250,8.25%,true,STATE|COUNTY|CITY,false,skipped,"Beaumont, TX Sales Tax Calculator","The combined sales tax rate in Beaumont, TX is 8.25%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Beaumont, TX is 8.25%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Independence,MO,64050,Jackson,117240,independence-mo,0.07100,7.1%,true,STATE|CITY,false,skipped,"Independence, MO Sales Tax Calculator","The combined sales tax rate in Independence, MO is 7.1%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Independence, MO is 7.1%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Murfreesboro,TN,37131,Rutherford,117044,murfreesboro-tn,0.09750,9.75%,true,STATE|COUNTY,false,skipped,"Murfreesboro, TN Sales Tax Calculator","The combined sales tax rate in Murfreesboro, TN is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Murfreesboro, TN is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Ann Arbor,MI,48103,Washtenaw,117025,ann-arbor-mi,0.06000,6%,true,STATE,false,skipped,"Ann Arbor, MI Sales Tax Calculator","The combined sales tax rate in Ann Arbor, MI is 6%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Ann Arbor, MI is 6%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
Springfield,IL,62703,Sangamon,117006,springfield-il,0.09750,9.75%,true,STATE|COUNTY|CITY,false,skipped,"Springfield, IL Sales Tax Calculator","The combined sales tax rate in Springfield, IL is 9.75%. Enter a price to calculate the exact sales tax and total by product category.","The combined sales tax rate in Springfield, IL is 9.75%, made up of state, county, and local district rates. Enter a purchase amount below to see the exact tax for what you're buying."
